Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-07-16 00:00:00,32.28,79.53,12.13,27.62,22.57,12.46,3.08,2.23,9.61,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-17 00:00:00,40.35,78.08,10.81,20.63,18.14,8.15,3.03,1.52,15.29,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-18 00:00:00,34.97,71.11,14.54,28.59,25.13,9.25,2.97,0.85,18.34,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-19 00:00:00,60.53,135.72,21.73,33.89,34.57,11.96,3.46,1.18,34.27,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-20 00:00:00,51.58,109.55,12.52,28.98,24.20,8.58,2.92,0.90,20.24,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-21 00:00:00,55.26,113.60,13.39,27.76,24.52,8.94,2.80,0.74,21.08,8.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-22 00:00:00,57.89,120.29,24.20,33.62,36.94,12.05,3.18,1.35,24.92,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-23 00:00:00,82.64,172.19,21.47,35.37,35.57,21.01,3.20,0.99,13.82,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-24 00:00:00,74.01,130.32,18.37,30.88,29.71,18.49,3.08,0.87,15.62,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-25 00:00:00,27.43,43.41,11.92,21.77,18.67,15.04,2.59,0.33,16.41,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-26 00:00:00,37.31,51.67,11.51,23.76,19.64,13.65,2.89,0.49,15.19,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-27 00:00:00,28.34,44.00,12.10,17.99,18.34,9.59,2.58,0.47,25.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-28 00:00:00,20.65,49.27,11.71,14.76,16.18,12.36,2.43,0.38,43.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-29 00:00:00,23.92,53.15,11.97,19.20,18.23,15.97,2.64,0.44,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-30 00:00:00,31.99,65.83,10.81,17.72,16.52,10.29,2.73,0.45,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-31 00:00:00,30.56,62.19,8.77,15.05,12.98,4.95,3.00,0.54,10.33,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-01 00:00:00,41.05,70.59,8.14,16.62,12.71,5.13,2.85,0.51,30.68,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-02 00:00:00,44.78,67.76,7.69,15.93,12.06,4.97,2.86,0.46,24.63,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-03 00:00:00,43.98,63.79,7.46,14.96,11.26,4.49,2.58,0.42,28.83,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-04 00:00:00,57.28,81.41,7.85,14.52,11.66,4.58,3.20,0.39,31.00,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-05 00:00:00,61.05,76.28,7.47,17.16,11.93,5.08,3.04,0.48,33.40,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-06 00:00:00,42.65,70.00,7.54,16.58,12.04,4.92,2.84,0.45,28.72,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-07 00:00:00,42.77,78.18,7.16,14.47,11.09,4.38,3.15,0.48,24.56,2.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-08 00:00:00,30.08,64.00,7.76,14.66,11.44,4.69,3.03,0.35,30.46,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-09 00:00:00,18.83,48.40,7.52,16.10,11.73,4.92,2.41,0.19,25.37,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-10 00:00:00,21.46,40.79,6.77,13.21,10.61,4.07,2.77,0.23,28.91,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-11 00:00:00,28.46,51.29,7.13,13.57,10.77,4.31,2.71,0.13,30.95,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-12 00:00:00,23.55,38.59,7.29,14.28,11.08,4.51,2.54,0.15,34.74,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-13 00:00:00,24.90,45.48,8.45,15.45,12.52,4.90,2.69,0.69,34.40,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-14 00:00:00,43.23,67.80,8.47,20.28,13.63,5.91,3.08,1.00,28.80,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-15 00:00:00,30.99,51.63,7.67,15.37,11.48,4.97,2.78,0.68,12.69,2.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-16 00:00:00,20.08,38.02,8.71,14.93,12.50,4.99,2.70,0.76,10.35,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-17 00:00:00,12.13,22.43,9.01,18.71,13.74,5.95,2.44,0.62,6.14,2.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-18 00:00:00,22.31,49.05,8.69,12.19,10.75,4.77,1.97,0.80,5.94,2.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-19 00:00:00,49.55,81.43,10.06,18.30,14.08,6.13,2.16,1.06,21.96,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-20 00:00:00,52.59,86.37,9.63,16.99,13.31,5.99,2.12,0.96,39.61,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-21 00:00:00,51.80,96.76,8.74,15.00,11.90,5.41,1.88,0.82,45.36,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-22 00:00:00,50.19,98.20,9.73,16.00,13.35,5.81,2.30,1.01,34.58,2.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-23 00:00:00,56.15,118.98,8.56,12.00,10.86,4.74,2.03,0.85,36.58,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-24 00:00:00,57.11,98.44,7.17,10.23,8.69,4.23,NA,0.90,58.67,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-25 00:00:00,35.48,58.57,7.49,13.27,10.46,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-26 00:00:00,28.82,58.21,8.98,16.73,12.60,5.82,2.39,1.49,17.50,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-27 00:00:00,46.51,83.87,8.51,12.79,11.16,4.74,2.51,1.07,31.96,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-28 00:00:00,46.84,77.40,9.09,12.53,11.35,4.89,2.39,0.91,22.08,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-29 00:00:00,40.37,70.29,8.76,13.68,11.36,4.84,2.16,0.81,13.65,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-30 00:00:00,42.10,76.00,8.28,15.10,11.22,5.15,2.32,0.75,49.75,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-08-31 00:00:00,41.50,80.00,7.64,17.53,11.84,6.05,2.02,0.96,17.50,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-01 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-02 00:00:00,63.78,101.11,7.82,13.38,10.49,4.96,2.13,0.83,69.06,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-03 00:00:00,64.39,101.40,7.60,12.02,9.87,4.49,2.15,0.82,44.16,2.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-04 00:00:00,63.70,96.04,7.45,13.23,10.29,4.85,2.18,0.94,43.41,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-05 00:00:00,36.60,55.37,7.74,11.76,9.98,4.45,2.18,0.79,31.75,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-06 00:00:00,39.32,56.87,7.70,13.71,10.98,4.98,1.73,0.72,38.04,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-07 00:00:00,37.02,62.23,7.75,13.11,10.55,4.79,2.30,0.77,33.98,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-08 00:00:00,39.55,65.99,7.08,13.81,10.12,4.71,1.89,0.55,37.53,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-09 00:00:00,60.08,97.44,7.26,14.66,10.29,5.02,2.09,0.71,41.75,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-10 00:00:00,70.74,112.83,7.53,13.41,10.38,4.73,2.68,0.88,43.54,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-11 00:00:00,80.38,134.66,7.82,12.43,10.46,4.57,2.48,1.01,48.73,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-12 00:00:00,63.21,88.97,7.82,14.55,11.24,5.11,2.23,0.89,20.69,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-13 00:00:00,35.00,48.09,8.26,18.76,13.90,4.76,2.01,0.72,11.51,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-14 00:00:00,31.31,39.44,8.19,31.87,20.22,4.66,1.85,0.57,16.98,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-15 00:00:00,42.52,53.41,9.60,32.05,21.63,4.89,2.06,0.68,12.16,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-16 00:00:00,57.62,70.15,8.01,35.01,21.02,5.15,2.31,0.83,28.77,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-17 00:00:00,63.20,97.32,7.93,33.19,20.57,4.73,3.25,0.80,32.22,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-18 00:00:00,40.55,74.27,8.36,36.34,21.20,5.37,3.27,0.73,18.37,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-19 00:00:00,23.96,45.43,8.56,34.37,21.48,5.05,3.62,0.70,14.44,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-20 00:00:00,39.94,72.97,8.18,34.10,21.24,5.02,4.28,0.83,12.66,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-21 00:00:00,42.46,76.53,10.51,26.87,20.71,4.63,2.60,0.75,16.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-22 00:00:00,30.43,61.96,15.02,18.76,21.69,4.25,2.60,0.66,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-23 00:00:00,32.53,62.45,16.32,18.87,22.48,4.63,2.04,0.71,20.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-24 00:00:00,46.09,88.80,13.61,23.68,21.70,5.06,2.56,0.81,31.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-25 00:00:00,38.29,76.09,12.60,26.06,21.89,5.44,2.19,0.71,23.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-26 00:00:00,23.38,47.98,14.60,19.55,21.27,6.44,3.12,0.67,15.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-27 00:00:00,16.47,34.09,13.89,23.73,22.22,10.06,3.57,0.60,15.85,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-28 00:00:00,24.02,46.71,11.59,25.92,21.15,10.17,8.50,0.56,13.37,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-29 00:00:00,19.67,37.96,11.15,25.74,20.43,10.15,6.56,0.51,17.87,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-30 00:00:00,35.38,64.96,13.83,23.51,22.40,10.00,5.40,0.79,19.89,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-01 00:00:00,34.85,64.34,14.81,20.38,22.16,9.61,4.19,0.78,17.58,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-02 00:00:00,43.79,76.09,14.21,22.23,22.29,9.73,4.62,0.72,31.46,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-03 00:00:00,61.38,103.28,15.98,22.15,24.11,10.29,4.75,1.21,37.23,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-04 00:00:00,47.94,80.33,13.67,21.57,21.65,9.74,3.89,0.61,35.90,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-05 00:00:00,41.44,82.15,12.05,25.34,21.35,10.01,6.48,0.74,37.12,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-06 00:00:00,57.77,106.11,10.41,26.30,20.09,9.76,8.25,0.53,48.84,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-07 00:00:00,54.47,105.36,13.71,20.10,21.12,8.88,4.83,0.52,39.28,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-08 00:00:00,46.12,86.57,11.65,25.64,21.09,9.65,7.53,0.60,48.12,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-09 00:00:00,74.68,136.13,14.75,21.84,22.89,9.55,9.48,1.41,36.29,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-10 00:00:00,97.10,154.18,14.90,22.92,23.16,9.74,10.80,1.19,45.06,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-11 00:00:00,83.27,130.13,14.77,22.44,23.40,9.99,9.38,1.37,44.53,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-12 00:00:00,105.95,159.23,13.79,23.58,22.90,9.80,9.29,1.38,46.93,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-13 00:00:00,131.50,182.89,13.11,26.87,23.21,10.21,10.79,1.56,42.83,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-14 00:00:00,114.49,164.99,12.09,27.21,22.66,10.24,9.59,1.55,42.60,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-15 00:00:00,131.53,199.73,14.60,26.42,24.96,10.61,11.92,2.40,35.05,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-16 00:00:00,140.28,185.45,15.98,24.49,24.76,10.11,9.09,1.98,30.78,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-17 00:00:00,109.91,142.68,13.94,25.04,23.47,9.86,10.99,1.11,23.53,1.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-18 00:00:00,83.03,123.26,14.05,24.28,23.12,9.87,8.34,0.44,43.33,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-19 00:00:00,82.86,123.17,11.91,24.98,21.64,9.61,7.99,0.48,28.63,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-20 00:00:00,93.05,137.08,12.58,25.14,22.51,9.57,9.30,0.45,48.57,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-21 00:00:00,109.13,151.59,13.58,22.34,21.55,9.26,9.67,0.40,36.68,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-22 00:00:00,74.34,116.21,21.20,12.12,23.30,8.10,7.13,0.45,41.49,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-23 00:00:00,115.72,178.62,23.60,11.66,25.07,8.68,9.86,0.92,32.30,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-24 00:00:00,175.88,259.51,24.07,12.17,25.76,9.20,14.22,1.47,23.29,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-25 00:00:00,127.25,199.85,23.87,10.37,24.78,8.59,12.01,0.93,39.66,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-26 00:00:00,148.11,206.32,22.47,14.41,25.32,9.24,9.69,0.94,39.62,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-27 00:00:00,199.90,247.77,22.77,13.22,24.74,9.01,7.96,0.65,56.60,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28 00:00:00,295.34,320.40,23.65,9.46,23.86,8.29,13.88,0.78,45.59,1.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29 00:00:00,277.32,343.64,24.92,10.21,25.06,8.87,6.85,1.05,16.03,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-30 00:00:00,276.27,333.01,32.85,17.25,35.21,16.64,7.15,1.06,23.21,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-31 00:00:00,326.02,406.56,41.41,27.80,51.38,27.52,9.27,1.32,20.34,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-01 00:00:00,381.05,479.60,NA,NA,NA,NA,7.43,1.10,30.74,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-02 00:00:00,421.93,512.98,NA,NA,NA,NA,5.20,0.83,39.46,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-03 00:00:00,512.99,556.41,NA,NA,NA,NA,3.19,0.89,24.34,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-04 00:00:00,294.32,333.96,NA,NA,NA,NA,5.84,0.57,47.27,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-05 00:00:00,215.53,245.72,47.86,50.78,65.93,32.34,8.50,0.49,59.73,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-06 00:00:00,100.33,137.62,50.47,25.90,54.81,30.51,7.35,0.58,33.61,0.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-07 00:00:00,204.44,256.81,43.50,19.32,45.65,26.58,7.71,0.66,8.58,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-08 00:00:00,157.29,213.02,46.86,17.69,47.50,27.02,10.84,0.64,31.84,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-09 00:00:00,139.58,189.16,37.05,17.29,39.32,20.81,9.91,0.31,50.95,0.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-10 00:00:00,206.88,262.45,36.72,18.51,39.70,20.94,14.61,0.47,38.48,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-11 00:00:00,269.29,340.76,47.76,21.65,50.34,25.13,14.45,0.67,39.03,1.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-12 00:00:00,388.82,462.84,66.78,24.75,67.46,32.05,11.31,1.01,25.29,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-13 00:00:00,395.72,467.60,63.33,30.27,67.59,32.18,11.67,1.41,19.62,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-14 00:00:00,395.18,459.56,73.66,35.25,78.63,36.79,12.33,2.19,11.75,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-15 00:00:00,366.89,430.93,43.17,22.36,46.99,24.08,10.35,1.27,33.86,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-16 00:00:00,161.78,225.13,31.40,32.30,42.70,13.84,9.74,0.58,30.96,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-17 00:00:00,96.78,130.18,46.00,52.81,65.47,12.63,5.37,0.52,28.49,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-18 00:00:00,102.48,137.66,46.50,51.20,65.04,11.04,4.59,0.88,36.10,0.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-19 00:00:00,125.85,173.89,55.73,61.62,78.09,13.34,6.13,1.17,49.06,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-20 00:00:00,171.29,229.77,101.26,88.38,129.33,19.74,8.28,2.65,45.59,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-21 00:00:00,238.43,302.37,121.80,105.75,155.28,25.25,13.11,3.24,21.29,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-22 00:00:00,189.66,243.99,74.12,78.94,102.25,16.43,11.09,1.95,57.17,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-23 00:00:00,123.42,153.08,44.79,58.44,67.56,12.73,6.83,0.85,22.46,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-24 00:00:00,103.20,130.02,40.48,53.22,61.21,11.21,6.77,0.65,27.64,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-25 00:00:00,125.00,158.40,69.49,73.60,95.65,15.29,8.64,1.55,31.05,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-26 00:00:00,108.48,152.76,64.87,70.76,90.38,16.14,10.27,1.23,18.14,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-27 00:00:00,73.58,110.85,52.31,56.96,72.82,13.02,2.01,0.84,17.83,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-28 00:00:00,32.56,48.47,42.15,46.77,59.11,10.88,1.52,0.48,20.77,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-29 00:00:00,56.38,81.81,48.19,53.11,67.43,12.51,1.83,0.68,19.93,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-30 00:00:00,106.57,139.62,46.95,53.69,66.73,11.55,1.52,0.92,21.71,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-01 00:00:00,121.12,155.67,51.83,58.43,73.31,12.72,1.77,0.96,31.47,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-02 00:00:00,136.35,179.91,57.77,62.79,80.37,13.99,1.89,1.21,29.70,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-03 00:00:00,142.10,190.63,62.17,66.29,85.80,14.72,4.30,1.45,25.59,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-04 00:00:00,168.37,230.21,77.81,78.18,104.85,17.98,6.59,2.00,24.28,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-05 00:00:00,275.23,343.22,120.28,105.96,154.15,24.68,7.29,3.65,22.58,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-06 00:00:00,232.08,285.46,71.73,71.75,96.48,17.16,7.49,1.96,19.99,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-07 00:00:00,210.38,264.69,118.25,90.47,144.26,22.69,8.03,3.31,17.79,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
